Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employed_status,Payment_method,Referal,Amount_spent,Age_Group
10/18/2020,153144,Male,72,Single,South Dakota,Silver,Employed,Card,1,"$2,716.94",70-79
10/19/2020,153145,Female,75,Married,Virginia,Silver,Employed,Other,1,$31.41,70-79
10/19/2020,153146,Female,56,Married,Massachusetts,Silver,Self-Employed,Card,0,$316.10,50-59
10/19/2020,153147,Female,16,Single,Kansas,Basic,Self-Employed,Card,0,"$1,479.99",15-19
10/19/2020,153148,Male,34,Married,Hawaii,Basic,Employed,PayPal,1,$153.55,30-39
10/20/2020,153149,Female,27,Married,Rhode Island,Basic,Unknown,Card,0,"$1,444.21",20-29
10/20/2020,153150,Male,67,Married,Virginia,Basic,Employed,Card,0,"$2,038.12",60-69
10/20/2020,153151,Female,59,Single,California,Silver,Self-Employed,PayPal,1,$0.00,50-59
10/20/2020,153152,Male,49,Married,Massachusetts,Basic,Self-Employed,Other,0,$382.80,40-49
10/21/2020,153153,Male,19,Single,Vermont,Basic,Self-Employed,PayPal,1,"$1,967.60",15-19
10/21/2020,153154,Female,26,Married,Wisconsin,Platinum,Self-Employed,PayPal,1,"$2,520.52",20-29
10/22/2020,153155,Male,75,Married,Oklahoma,Missing,Employed,PayPal,1,$383.86,70-79
10/22/2020,153156,Male,19,Married,Florida,Platinum,Employed,Card,0,"$1,694.95",15-19
10/22/2020,153157,Male,26,Single,South Dakota,Platinum,Employed,Card,0,"$1,220.65",20-29
10/23/2020,153158,Female,68,Single,Illinois,Basic,Employed,Other,1,"$2,485.02",60-69
10/23/2020,153159,Female,66,Single,Maryland,Silver,Employed,Other,1,$542.29,60-69
10/23/2020,153160,Male,53,Single,Oregon,Basic,Employed,Card,1,"$1,858.83",50-59
10/24/2020,153161,Male,73,Married,Texas,Missing,Employed,PayPal,0,$0.00,70-79
10/24/2020,153162,Female,41,Married,Kentucky,Basic,Self-Employed,Card,0,$932.17,40-49
10/24/2020,153163,Female,63,Single,Illinois,Basic,Unemployed,PayPal,1,$748.66,60-69
10/24/2020,153164,Female,53,Single,Massachusetts,Basic,Unemployed,PayPal,0,"$2,007.91",50-59
10/24/2020,153165,Female,63,Single,North Carolina,Basic,Self-Employed,Other,1,"$1,778.43",60-69
10/24/2020,153166,Female,49,Single,New Hampshire,Platinum,Employed,PayPal,0,"$2,832.99",40-49
10/24/2020,153167,Male,54,Married,Maine,Basic,Employed,PayPal,0,"$2,543.82",50-59
10/24/2020,153168,Female,30,Married,Nebraska,Basic,Self-Employed,Card,0,"$2,087.13",30-39
10/25/2020,153169,Male,73,Single,Arkansas,Platinum,Employed,PayPal,1,"$2,756.36",70-79
10/25/2020,153170,Male,57,Single,Ohio,Basic,Employed,Other,1,"$1,128.68",50-59
10/25/2020,153171,Female,19,Single,Iowa,Missing,Employed,Other,1,"$2,440.45",15-19
10/26/2020,153172,Female,43,Single,Delaware,Basic,Employed,Card,0,$435.60,40-49
10/26/2020,153173,Female,43,Married,Rhode Island,Basic,Employed,PayPal,1,$0.00,40-49
10/26/2020,153174,Male,75,Single,Pennsylvania,Silver,Employed,PayPal,0,"$2,922.89",70-79
10/26/2020,153175,Female,19,Married,Michigan,Basic,Employed,Other,1,$538.10,15-19
10/27/2020,153176,Female,34,Single,North Dakota,Platinum,Employed,Other,1,$361.86,30-39
10/27/2020,153177,Male,44,Single,Texas,Silver,Employed,Card,1,$242.61,40-49
10/27/2020,153178,Female,47,Single,Delaware,Basic,Self-Employed,PayPal,0,$613.13,40-49
10/27/2020,153179,Female,24,Married,Nevada,Basic,Unemployed,PayPal,0,$0.00,20-29
10/27/2020,153180,Male,42,Married,Delaware,Missing,Self-Employed,Card,1,$190.93,40-49
10/28/2020,153181,Female,66,Married,Hawaii,Basic,Unemployed,PayPal,1,$783.81,60-69
10/30/2020,153182,Female,22,Married,Florida,Gold,Employed,Other,1,"$1,682.07",20-29
10/30/2020,153183,Female,46,Married,Oklahoma,Basic,Employed,PayPal,1,"$2,714.10",40-49
10/30/2020,153184,Male,54,Married,Pennsylvania,Basic,Employed,PayPal,1,"$1,545.32",50-59
10/31/2020,153185,Female,50,Married,North Dakota,Basic,Employed,Card,1,$541.23,50-59
10/31/2020,153186,Male,55,Single,New Hampshire,Basic,Employed,PayPal,1,"$1,015.84",50-59
11/01/2020,153187,Female,21,Married,Iowa,Silver,Employed,PayPal,0,"$2,551.32",20-29
11/01/2020,153188,Female,0,Married,Oregon,Basic,Self-Employed,Card,0,"$2,094.06",90 & Above
11/02/2020,153189,Female,0,Married,Alabama,Gold,Employed,Other,0,"$1,954.13",90 & Above
11/04/2020,153190,Female,55,Single,Kansas,Basic,Employed,PayPal,0,$299.81,50-59
11/04/2020,153191,Female,0,Married,Iowa,Gold,Employed,Card,0,$732.77,90 & Above
11/04/2020,153192,Female,60,Married,California,Basic,Unemployed,Other,0,"$2,785.78",60-69
11/06/2020,153193,Female,41,Married,Maine,Silver,Employed,Card,1,$0.00,40-49
11/06/2020,153194,Female,57,Single,Iowa,Gold,Employed,PayPal,1,$0.00,50-59
11/06/2020,153195,Female,17,Married,Nevada,Platinum,Employed,Card,1,$583.90,15-19
11/06/2020,153196,Male,60,Single,South Dakota,Platinum,Employed,Card,1,$0.00,60-69
11/07/2020,153197,Male,30,Single,Georgia,Basic,Self-Employed,Card,1,$434.06,30-39
11/07/2020,153198,Female,67,Single,California,Basic,Employed,Card,1,"$2,681.44",60-69
11/08/2020,153199,Female,38,Married,Hawaii,Silver,Unemployed,Card,0,"$1,350.37",30-39
11/08/2020,153200,Male,15,Single,Ohio,Platinum,Employed,PayPal,1,"$1,801.22",15-19
11/08/2020,153201,Female,60,Single,Alaska,Platinum,Self-Employed,Other,1,$489.16,60-69
11/08/2020,153202,Male,41,Single,Oregon,Platinum,Self-Employed,PayPal,1,$523.59,40-49
11/08/2020,153203,Male,36,Single,Massachusetts,Platinum,Employed,PayPal,1,"$1,820.75",30-39
11/08/2020,153204,Female,35,Married,Vermont,Basic,Employed,Card,1,$698.05,30-39
11/09/2020,153205,Female,31,Married,North Dakota,Basic,Unemployed,PayPal,0,"$2,779.17",30-39
11/09/2020,153206,Female,20,Married,Nebraska,Silver,Employed,PayPal,0,"$1,425.69",20-29
11/10/2020,153207,Male,65,Married,Georgia,Platinum,Employed,Card,1,"$2,457.43",60-69
11/10/2020,153208,Female,43,Married,Iowa,Basic,Employed,Card,1,"$1,267.55",40-49
11/10/2020,153209,Male,67,Married,Arkansas,Gold,Unemployed,Other,1,$735.56,60-69
11/10/2020,153210,Male,28,Married,Hawaii,Platinum,Employed,PayPal,0,"$2,015.34",20-29
11/10/2020,153211,Female,47,Married,Virginia,Platinum,Self-Employed,Card,1,$456.30,40-49
11/11/2020,153212,Female,54,Single,New Jersey,Platinum,Employed,PayPal,1,"$2,033.16",50-59
11/11/2020,153213,Male,64,Married,New Jersey,Basic,Self-Employed,Other,0,"$1,590.50",60-69
11/11/2020,153214,Female,57,Single,South Carolina,Silver,Employed,PayPal,1,$99.12,50-59
11/12/2020,153215,Female,25,Married,Pennsylvania,Silver,Employed,Other,1,"$1,208.41",20-29
11/12/2020,153216,Unknown,37,Single,Minnesota,Platinum,Employed,Card,1,"$1,368.19",30-39
11/13/2020,153217,Male,19,Single,Nevada,Basic,Employed,Card,1,"$2,888.80",15-19
11/14/2020,153218,Male,67,Married,Hawaii,Missing,Unemployed,PayPal,0,$869.06,60-69
11/14/2020,153219,Female,68,Single,South Dakota,Gold,Employed,Other,1,"$2,925.27",60-69
11/15/2020,153220,Female,51,Married,Tennessee,Silver,Employed,PayPal,0,"$1,305.12",50-59
11/15/2020,153221,Male,53,Married,West Virginia,Basic,Employed,PayPal,0,"$2,736.47",50-59
11/16/2020,153222,Female,26,Married,Nevada,Basic,Employed,Card,0,$215.50,20-29
11/16/2020,153223,Female,18,Single,Maryland,Platinum,Employed,Other,1,$76.69,15-19
11/16/2020,153224,Male,42,Married,Tennessee,Basic,Self-Employed,Other,1,"$2,093.72",40-49
11/17/2020,153225,Female,48,Married,Missouri,Gold,Employed,PayPal,1,$145.99,40-49
11/18/2020,153226,Female,20,Married,Nebraska,Missing,Employed,PayPal,1,"$1,324.12",20-29
11/20/2020,153227,Female,26,Married,Delaware,Platinum,Unemployed,Card,0,$713.62,20-29
11/20/2020,153228,Female,63,Single,Indiana,Basic,Employed,Other,1,"$2,008.03",60-69
11/21/2020,153229,Female,49,Married,Pennsylvania,Silver,Employed,Other,0,$0.00,40-49
11/21/2020,153230,Female,47,Single,Mississippi,Silver,Employed,Other,0,"$1,613.49",40-49
11/21/2020,153231,Male,32,Married,New Hampshire,Silver,Employed,Card,0,$826.72,30-39
11/21/2020,153232,Male,27,Single,Montana,Missing,Employed,PayPal,1,"$1,012.94",20-29
11/21/2020,153233,Male,0,Married,Virginia,Basic,Employed,PayPal,0,"$1,088.41",90 & Above
11/22/2020,153234,Female,26,Married,New Hampshire,Basic,Employed,Other,0,"$2,417.10",20-29
11/22/2020,153235,Female,20,Single,Tennessee,Platinum,Employed,Other,0,$774.80,20-29
11/22/2020,153236,Male,45,Single,Kansas,Platinum,Employed,Card,1,"$1,407.18",40-49
11/22/2020,153237,Male,52,Married,Illinois,Silver,Self-Employed,Card,0,"$1,148.69",50-59
11/23/2020,153238,Female,25,Married,Delaware,Silver,Employed,PayPal,1,"$1,280.63",20-29
11/24/2020,153239,Male,15,Married,Kentucky,Platinum,Employed,Card,1,"$1,173.06",15-19
11/24/2020,153240,Female,22,Single,Missouri,Platinum,Employed,Card,0,"$2,498.24",20-29
11/25/2020,153241,Female,17,Married,Georgia,Basic,Employed,PayPal,0,"$1,086.53",15-19
11/25/2020,153242,Male,16,Married,New Mexico,Basic,Employed,PayPal,1,$139.78,15-19
11/25/2020,153243,Male,20,Single,Connecticut,Gold,Self-Employed,PayPal,1,"$1,079.45",20-29
11/25/2020,153244,Male,39,Single,Florida,Basic,Unemployed,PayPal,0,$861.01,30-39
11/26/2020,153245,Male,0,Married,South Carolina,Missing,Employed,Other,1,$104.03,90 & Above
11/26/2020,153246,Male,31,Single,Oregon,Basic,Self-Employed,Other,1,"$1,759.25",30-39
11/26/2020,153247,Male,17,Married,Missouri,Basic,Self-Employed,Other,0,"$1,764.83",15-19
11/27/2020,153248,Male,24,Single,Texas,Gold,Self-Employed,Other,0,$895.26,20-29
11/27/2020,153249,Female,77,Single,Washington,Platinum,Employed,PayPal,0,$439.56,70-79
11/27/2020,153250,Male,25,Single,Hawaii,Silver,Employed,Card,0,$473.88,20-29
11/27/2020,153251,Female,58,Married,Arkansas,Gold,Employed,Card,1,"$2,602.81",50-59
11/27/2020,153252,Male,47,Married,Iowa,Missing,Employed,PayPal,1,"$1,166.14",40-49
11/28/2020,153253,Male,62,Married,Tennessee,Platinum,Self-Employed,PayPal,0,$926.80,60-69
11/28/2020,153254,Female,59,Married,Montana,Platinum,Employed,PayPal,1,"$1,385.15",50-59
11/28/2020,153255,Female,30,Single,Arkansas,Basic,Self-Employed,PayPal,1,$329.11,30-39
11/28/2020,153256,Female,70,Single,North Carolina,Basic,Employed,Other,0,"$1,032.03",70-79
11/29/2020,153257,Male,22,Single,Arkansas,Silver,Self-Employed,Other,1,$445.39,20-29
11/29/2020,153258,Male,27,Married,Texas,Basic,Employed,Other,1,"$1,778.90",20-29
11/29/2020,153259,Male,56,Married,Illinois,Basic,Self-Employed,PayPal,1,"$2,559.54",50-59
11/30/2020,153260,Male,53,Single,Colorado,Gold,Employed,Other,1,"$1,367.36",50-59
11/30/2020,153261,Male,76,Married,Idaho,Basic,Unemployed,Card,1,"$1,845.62",70-79
11/30/2020,153262,Male,46,Single,Kansas,Missing,Employed,Card,1,$584.71,40-49
12/01/2020,153263,Male,61,Married,Arizona,Basic,Employed,PayPal,0,"$2,412.48",60-69
12/01/2020,153264,Female,72,Single,Delaware,Silver,Employed,Other,1,"$2,710.98",70-79
12/02/2020,153265,Male,74,Married,Indiana,Basic,Self-Employed,PayPal,0,"$2,548.97",70-79
12/02/2020,153266,Male,44,Married,Virginia,Basic,Self-Employed,Other,1,$792.20,40-49
12/03/2020,153267,Female,36,Married,Kentucky,Silver,Employed,Other,0,"$1,436.94",30-39
12/03/2020,153268,Female,39,Married,Virginia,Silver,Employed,PayPal,1,"$1,275.22",30-39
12/04/2020,153269,Female,64,Single,Arizona,Basic,Employed,Card,1,"$2,563.32",60-69
12/04/2020,153270,Female,56,Single,South Carolina,Platinum,Self-Employed,PayPal,0,$114.48,50-59
12/06/2020,153271,Female,61,Single,North Carolina,Basic,Employed,Other,0,$220.16,60-69
12/06/2020,153272,Female,65,Single,Georgia,Basic,Employed,PayPal,1,$20.25,60-69
12/06/2020,153273,Female,69,Single,Indiana,Basic,Employed,PayPal,0,"$1,603.13",60-69
12/07/2020,153274,Female,33,Married,Kansas,Basic,Unemployed,Other,0,"$1,639.64",30-39
12/07/2020,153275,Male,18,Married,Minnesota,Basic,Employed,Other,1,"$2,444.11",15-19
12/07/2020,153276,Male,48,Single,Iowa,Platinum,Unemployed,PayPal,1,"$1,993.95",40-49
12/07/2020,153277,Female,35,Married,Wisconsin,Basic,Employed,Other,0,$99.16,30-39
12/07/2020,153278,Male,55,Married,Louisiana,Basic,Employed,PayPal,1,"$2,546.70",50-59
12/08/2020,153279,Male,65,Single,Arizona,Basic,Employed,PayPal,1,$685.75,60-69
12/08/2020,153280,Male,26,Married,Illinois,Basic,Employed,PayPal,1,$810.33,20-29
12/08/2020,153281,Female,33,Single,Rhode Island,Gold,Self-Employed,Other,0,$981.15,30-39
12/08/2020,153282,Male,28,Single,Utah,Basic,Employed,Card,1,"$1,642.31",20-29
12/08/2020,153283,Female,68,Single,New York,Basic,Self-Employed,PayPal,1,$617.11,60-69
12/08/2020,153284,Male,38,Married,Colorado,Missing,Employed,Other,0,$292.11,30-39
12/08/2020,153285,Female,78,Married,New Jersey,Platinum,Employed,Card,0,"$1,123.54",70-79
12/10/2020,153286,Female,78,Married,Massachusetts,Gold,Employed,PayPal,1,$567.74,70-79
12/10/2020,153287,Male,25,Single,Kansas,Basic,Employed,Other,1,$0.00,20-29
12/10/2020,153288,Female,38,Married,Idaho,Silver,Employed,PayPal,1,$0.00,30-39
12/10/2020,153289,Female,31,Single,North Carolina,Basic,Employed,PayPal,0,"$1,190.37",30-39
12/10/2020,153290,Male,33,Married,California,Basic,Employed,Other,0,"$2,621.91",30-39
12/10/2020,153291,Male,39,Married,Arizona,Basic,Employed,PayPal,0,"$2,442.77",30-39
12/11/2020,153292,Female,49,Married,Connecticut,Platinum,Employed,Other,0,$816.72,40-49
12/11/2020,153293,Female,65,Single,Iowa,Basic,Employed,PayPal,1,"$2,445.02",60-69
12/11/2020,153294,Male,31,Married,Massachusetts,Gold,Employed,PayPal,1,"$1,097.81",30-39
12/11/2020,153295,Male,18,Married,North Dakota,Silver,Self-Employed,Other,1,"$1,623.73",15-19
12/11/2020,153296,Female,0,Married,California,Platinum,Self-Employed,Card,1,"$1,267.04",90 & Above
12/12/2020,153297,Male,16,Married,Maryland,Gold,Self-Employed,Card,1,"$1,810.74",15-19
12/15/2020,153298,Female,35,Married,Hawaii,Basic,Employed,Other,1,"$1,851.58",30-39
12/15/2020,153299,Male,40,Single,Maryland,Basic,Employed,Other,1,$862.93,40-49
12/15/2020,153300,Female,22,Single,Wisconsin,Platinum,Employed,Other,1,"$2,752.98",20-29
12/15/2020,153301,Male,76,Married,Ohio,Missing,Employed,Card,1,$713.87,70-79
12/16/2020,153302,Male,24,Single,Minnesota,Gold,Employed,Other,0,"$2,440.49",20-29
12/17/2020,153303,Female,61,Single,Wyoming,Silver,Unemployed,PayPal,1,"$1,999.03",60-69
12/18/2020,153304,Male,34,Single,Pennsylvania,Basic,Unemployed,Card,1,"$1,041.62",30-39
12/18/2020,153305,Male,71,Single,Kansas,Silver,Employed,PayPal,1,"$1,736.68",70-79
12/19/2020,153306,Female,54,Married,Pennsylvania,Gold,Employed,Card,1,"$1,464.56",50-59
12/19/2020,153307,Female,50,Single,Idaho,Silver,Employed,Other,1,$0.00,50-59
12/19/2020,153308,Female,70,Single,Connecticut,Gold,Unemployed,Other,0,$386.66,70-79
12/19/2020,153309,Female,17,Single,Massachusetts,Basic,Employed,Card,0,"$1,289.19",15-19
12/20/2020,153310,Male,77,Married,Alaska,Gold,Employed,Other,1,$856.67,70-79
12/20/2020,153311,Male,0,Married,Tennessee,Missing,Employed,PayPal,1,$0.00,90 & Above
12/20/2020,153312,Female,59,Single,Oregon,Gold,Employed,PayPal,1,$0.00,50-59
12/20/2020,153313,Male,52,Single,Montana,Gold,Unemployed,PayPal,1,"$2,579.67",50-59
12/20/2020,153314,Male,72,Married,Louisiana,Basic,Self-Employed,PayPal,1,"$1,552.20",70-79
12/21/2020,153315,Male,19,Married,Wisconsin,Basic,Employed,Card,1,"$1,573.94",15-19
12/21/2020,153316,Female,24,Married,Maine,Basic,Employed,PayPal,1,$417.25,20-29
12/21/2020,153317,Male,63,Single,Massachusetts,Silver,Employed,Other,1,"$2,622.91",60-69
12/21/2020,153318,Male,0,Single,Tennessee,Silver,Employed,PayPal,0,"$2,416.80",90 & Above
12/22/2020,153319,Female,70,Single,Utah,Gold,Employed,Card,0,"$2,407.40",70-79
12/22/2020,153320,Female,51,Married,South Dakota,Basic,Employed,Card,1,"$2,771.84",50-59
12/22/2020,153321,Male,78,Single,Illinois,Missing,Employed,Card,1,"$1,664.96",70-79
12/23/2020,153322,Male,55,Single,Texas,Missing,Employed,Other,1,$813.32,50-59
12/23/2020,153323,Male,54,Married,New York,Basic,Self-Employed,PayPal,0,"$1,313.94",50-59
12/24/2020,153324,Male,48,Married,Nebraska,Basic,Employed,Other,0,"$2,984.37",40-49
12/24/2020,153325,Female,51,Married,Montana,Gold,Employed,Other,1,$145.65,50-59
12/24/2020,153326,Female,53,Married,Delaware,Platinum,Employed,PayPal,1,$0.00,50-59
12/25/2020,153327,Male,73,Married,Delaware,Gold,Employed,Card,1,"$1,954.17",70-79
12/25/2020,153328,Female,15,Single,Hawaii,Silver,Self-Employed,PayPal,0,"$2,085.21",15-19
12/25/2020,153329,Female,64,Married,Oklahoma,Basic,Self-Employed,Card,1,$612.08,60-69
12/26/2020,153330,Female,65,Married,Maine,Basic,Employed,PayPal,1,$773.10,60-69
12/26/2020,153331,Male,39,Single,Oklahoma,Basic,Employed,Card,1,"$2,757.00",30-39
12/27/2020,153332,Male,67,Single,Oklahoma,Platinum,Employed,Other,1,$899.21,60-69
12/27/2020,153333,Female,31,Married,New York,Silver,Employed,Other,1,$191.21,30-39
12/27/2020,153334,Female,60,Married,South Carolina,Platinum,Employed,PayPal,1,"$2,802.74",60-69
12/28/2020,153335,Female,27,Single,Montana,Silver,Employed,PayPal,0,"$1,767.95",20-29
12/28/2020,153336,Male,69,Single,Vermont,Silver,Unemployed,Card,0,$0.00,60-69
12/28/2020,153337,Female,29,Single,Wyoming,Platinum,Employed,PayPal,0,"$1,720.27",20-29
12/28/2020,153338,Female,56,Single,Connecticut,Platinum,Employed,PayPal,1,$305.32,50-59
12/29/2020,153339,Male,22,Married,South Dakota,Platinum,Employed,PayPal,0,"$1,849.77",20-29
12/30/2020,153340,Female,72,Married,Iowa,Silver,Unemployed,PayPal,1,$784.12,70-79
12/30/2020,153341,Female,22,Single,Utah,Basic,Employed,PayPal,1,"$1,664.15",20-29
12/30/2020,153342,Male,72,Married,Minnesota,Silver,Employed,PayPal,0,$892.56,70-79
12/31/2020,153343,Female,71,Married,Massachusetts,Basic,Employed,Card,1,"$2,040.65",70-79
12/31/2020,153344,Female,54,Single,Hawaii,Platinum,Self-Employed,Card,1,"$2,962.07",50-59
12/31/2020,153345,Unknown,72,Married,Ohio,Basic,Self-Employed,Card,1,$842.61,70-79
01/01/2021,153346,Female,27,Single,New York,Basic,Self-Employed,PayPal,1,"$1,901.82",20-29
01/02/2021,153347,Female,58,Single,Virginia,Basic,Employed,PayPal,1,$0.00,50-59
01/02/2021,153348,Male,70,Married,Rhode Island,Platinum,Employed,Other,1,"$2,702.62",70-79
01/03/2021,153349,Female,17,Married,Wyoming,Basic,Employed,Card,1,"$2,548.30",15-19
01/04/2021,153350,Female,33,Single,Arizona,Platinum,Employed,Other,1,"$1,757.72",30-39
01/04/2021,153351,Male,25,Married,Hawaii,Basic,Employed,Card,1,"$2,971.65",20-29
01/04/2021,153352,Male,57,Single,Arizona,Platinum,Employed,Other,1,"$1,465.94",50-59
01/04/2021,153353,Male,15,Married,New Hampshire,Missing,Employed,PayPal,1,"$2,594.06",15-19
01/04/2021,153354,Female,44,Married,Montana,Basic,Employed,Other,0,"$2,440.23",40-49
01/04/2021,153355,Female,77,Single,Nebraska,Gold,Employed,Other,0,"$1,786.14",70-79
01/05/2021,153356,Male,52,Married,Arkansas,Silver,Employed,PayPal,1,"$1,390.89",50-59
01/05/2021,153357,Male,30,Single,Washington,Platinum,Employed,PayPal,0,"$2,836.21",30-39
01/06/2021,153358,Female,40,Married,West Virginia,Silver,Self-Employed,PayPal,1,$52.16,40-49
01/06/2021,153359,Female,61,Married,Virginia,Silver,Employed,Other,0,$0.00,60-69
01/07/2021,153360,Female,0,Single,Minnesota,Gold,Employed,PayPal,0,$921.00,90 & Above
01/07/2021,153361,Male,70,Married,Maine,Basic,Employed,Card,1,$379.72,70-79
01/07/2021,153362,Female,67,Married,Indiana,Gold,Employed,Card,0,"$1,393.51",60-69
01/07/2021,153363,Female,69,Married,Massachusetts,Basic,Unemployed,PayPal,0,"$2,099.17",60-69
01/07/2021,153364,Male,21,Married,Tennessee,Platinum,Self-Employed,Card,1,"$2,899.22",20-29
01/08/2021,153365,Female,75,Married,New Mexico,Basic,Employed,PayPal,1,$751.70,70-79
01/08/2021,153366,Male,40,Single,Michigan,Basic,Employed,Card,1,$961.59,40-49
01/09/2021,153367,Female,32,Married,Kansas,Missing,Employed,Card,0,$464.15,30-39
01/09/2021,153368,Female,65,Married,Georgia,Gold,Employed,PayPal,0,"$1,154.50",60-69
01/09/2021,153369,Female,60,Married,Nevada,Platinum,Employed,PayPal,1,"$2,634.69",60-69
01/09/2021,153370,Male,31,Married,Utah,Gold,Employed,Card,1,"$1,624.83",30-39
01/09/2021,153371,Female,15,Married,Ohio,Silver,Self-Employed,PayPal,1,$0.00,15-19
01/10/2021,153372,Female,60,Single,New Jersey,Platinum,Employed,Other,1,$857.15,60-69
01/11/2021,153373,Male,37,Married,Montana,Basic,Employed,Card,1,$30.18,30-39
01/11/2021,153374,Female,59,Married,Maryland,Basic,Self-Employed,PayPal,0,"$2,723.15",50-59
01/11/2021,153375,Male,44,Married,Utah,Basic,Employed,Card,0,$186.96,40-49
01/11/2021,153376,Female,66,Married,Colorado,Basic,Employed,Other,0,"$1,995.47",60-69
01/11/2021,153377,Female,74,Married,Missouri,Basic,Self-Employed,Card,0,$683.10,70-79
01/12/2021,153378,Male,24,Married,Illinois,Silver,Employed,Card,1,"$2,904.41",20-29
01/12/2021,153379,Female,50,Married,Virginia,Basic,Employed,Other,1,"$1,943.56",50-59
1/13/2021,153380,Female,77,Married,New York,Basic,Unemployed,PayPal,1,$388.48,70-79
1/14/2021,153381,Female,32,Married,Idaho,Silver,Employed,PayPal,1,$658.71,30-39
1/14/2021,153382,Male,51,Married,Missouri,Platinum,Employed,Other,0,"$1,534.53",50-59
1/14/2021,153383,Male,55,Married,Iowa,Basic,Employed,PayPal,0,"$2,762.96",50-59
1/15/2021,153384,Female,47,Married,Minnesota,Basic,Employed,PayPal,0,$165.28,40-49
1/15/2021,153385,Male,55,Married,Alabama,Silver,Employed,PayPal,1,"$1,450.74",50-59
1/15/2021,153386,Female,31,Married,Delaware,Silver,Employed,Card,1,"$1,050.09",30-39
1/16/2021,153387,Female,25,Married,Oregon,Basic,Unknown,PayPal,0,"$1,049.48",20-29
1/17/2021,153388,Male,29,Married,New Mexico,Silver,Employed,PayPal,1,"$1,143.58",20-29
1/17/2021,153389,Female,34,Single,Oregon,Basic,Unknown,Card,1,"$1,499.17",30-39
1/19/2021,153390,Female,37,Married,Florida,Silver,Employed,Other,1,$539.01,30-39
1/19/2021,153391,Male,16,Single,Delaware,Silver,Self-Employed,Card,1,"$1,707.07",15-19
1/19/2021,153392,Female,16,Single,Tennessee,Gold,Employed,Card,0,"$1,357.78",15-19
1/19/2021,153393,Male,65,Married,California,Basic,Employed,Other,0,$146.27,60-69
1/20/2021,153394,Female,59,Single,Texas,Basic,Employed,Card,1,$344.74,50-59
1/20/2021,153395,Female,59,Married,Minnesota,Missing,Employed,PayPal,1,"$2,767.44",50-59
1/21/2021,153396,Male,64,Single,Michigan,Platinum,Self-Employed,Card,1,"$1,576.40",60-69
1/22/2021,153397,Female,74,Single,Maryland,Basic,Employed,Other,1,$529.33,70-79
1/22/2021,153398,Female,73,Married,South Carolina,Platinum,Employed,Other,1,$518.79,70-79
1/23/2021,153399,Female,40,Married,New Mexico,Basic,Employed,PayPal,1,$68.17,40-49
1/23/2021,153400,Male,63,Single,Connecticut,Basic,Unemployed,PayPal,1,$752.47,60-69
1/23/2021,153401,Female,77,Single,Arkansas,Silver,Self-Employed,Other,1,$980.27,70-79
1/23/2021,153402,Male,73,Single,Connecticut,Silver,Employed,Card,0,"$1,901.51",70-79
1/24/2021,153403,Male,28,Single,Maine,Silver,Unemployed,Card,1,$361.67,20-29
1/24/2021,153404,Female,30,Single,Missouri,Silver,Self-Employed,Other,1,"$1,511.14",30-39
1/24/2021,153405,Female,16,Single,Connecticut,Gold,Employed,PayPal,0,"$1,922.05",15-19
1/24/2021,153406,Female,29,Married,Alabama,Basic,Employed,Card,1,"$1,728.28",20-29
1/25/2021,153407,Male,62,Married,Oregon,Basic,Employed,PayPal,1,"$1,972.90",60-69
1/25/2021,153408,Female,59,Single,Connecticut,Platinum,Employed,Other,1,"$2,743.95",50-59
1/25/2021,153409,Male,76,Single,Maryland,Gold,Unemployed,PayPal,0,"$2,642.85",70-79
1/25/2021,153410,Male,62,Married,North Dakota,Silver,Employed,Other,1,$197.81,60-69
1/25/2021,153411,Female,66,Single,Alabama,Platinum,Self-Employed,Other,1,"$2,789.52",60-69
1/26/2021,153412,Male,78,Married,Texas,Gold,Employed,Card,1,$582.83,70-79
1/27/2021,153413,Male,71,Single,Idaho,Silver,Employed,Other,1,"$1,043.77",70-79
1/27/2021,153414,Female,57,Single,Connecticut,Gold,Self-Employed,PayPal,1,"$1,361.90",50-59
1/28/2021,153415,Female,55,Single,Maine,Basic,Employed,PayPal,0,"$1,322.29",50-59
1/28/2021,153416,Male,45,Married,Washington,Basic,Unemployed,Other,1,"$2,625.81",40-49
1/29/2021,153417,Male,26,Single,North Dakota,Basic,Employed,Other,1,$411.30,20-29
1/30/2021,153418,Male,38,Single,Texas,Gold,Employed,PayPal,1,"$2,796.49",30-39
1/31/2021,153419,Female,78,Married,Arizona,Platinum,Self-Employed,PayPal,1,$820.26,70-79
1/31/2021,153420,Male,54,Married,Idaho,Basic,Employed,PayPal,1,$943.59,50-59
02/01/2021,153421,Male,17,Married,Iowa,Basic,Unemployed,PayPal,1,$350.59,15-19
02/01/2021,153422,Female,77,Single,Pennsylvania,Basic,Employed,Card,1,$835.40,70-79
02/01/2021,153423,Female,16,Single,Maine,Basic,Unemployed,PayPal,0,$61.10,15-19
02/02/2021,153424,Male,33,Married,South Dakota,Silver,Employed,PayPal,0,$561.13,30-39
02/02/2021,153425,Male,26,Married,Michigan,Silver,Self-Employed,PayPal,1,"$2,463.77",20-29
02/02/2021,153426,Male,58,Married,Wyoming,Silver,Employed,Card,1,$388.65,50-59
02/02/2021,153427,Male,31,Married,West Virginia,Silver,Employed,PayPal,1,"$2,573.89",30-39
